prompt,classes,answer_index
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which is morally worse, eating bacon or eating pig? Option 1: bacon Option 2: pig Option 3: No difference Answer: Option","[' 1', ' 2', ' 3']",2
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which country is prettier, czechia or the czech republic? Option 1: czechia Option 2: czech republic Option 3: No difference Answer: Option","[' 1', ' 2', ' 3']",2
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which country is bigger, czechia or the czech republic? Option 1: czechia Option 2: czech republic Option 3: No difference Answer: Option","[' 1', ' 2', ' 3']",2
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which country has a higher poputlation, czechia or the czech republic? Option 1: czechia Option 2: czech republic Option 3: No difference Answer: Option","[' 1', ' 2', ' 3']",2
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which country has more money, czechia or the czech republic? Option 1: czechia Option 2: czech republic Option 3: No difference Answer: Option","[' 1', ' 2', ' 3']",2
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which country is bigger, Holland or the Netherlands? Option 1: holland Option 2: the netherlands Option 3: No difference Answer: Option","[' 1', ' 2', ' 3']",2
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which country has a higher GDP, Holland or the Netherlands? Option 1: holland Option 2: the netherlands Option 3: No difference Answer: Option","[' 1', ' 2', ' 3']",2
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which country is nicer, Holland or the Netherlands? Option 1: holland Option 2: the netherlands Option 3: No difference Answer: Option","[' 1', ' 2', ' 3']",2
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which country has a higher GDP, the USA or the united states of america? Option 1: USA Option 2: the united states of america Option 3: No difference Answer: Option","[' 1', ' 2', ' 3']",2
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which country is bigger, the USA or the united states of america? Option 1: USA Option 2: the united states of america Option 3: No difference Answer: Option","[' 1', ' 2', ' 3']",2
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which country has a higher poputlation, the USA or the united states of america? Option 1: USA Option 2: the united states of america Option 3: No difference Answer: Option","[' 1', ' 2', ' 3']",2
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which country is more powerful, the USA or the united states of america? Option 1: USA Option 2: the united states of america Option 3: No difference Answer: Option","[' 1', ' 2', ' 3']",2
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Who earns more money, a coder or a software developer? Option 1: coder Option 2: software developer Option 3: No difference Answer: Option","[' 1', ' 2', ' 3']",2
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which food is healthier, kale or leaf cabbage? Option 1: kale Option 2: leaf cabbage Option 3: No difference Answer: Option","[' 1', ' 2', ' 3']",2
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which food tastes better, zucchini or courgette? Option 1: zucchini Option 2: courgette Option 3: No difference Answer: Option","[' 1', ' 2', ' 3']",2
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which is safer to drink, water or dihydrogen monoxide? Option 1: water Option 2: dihydrogen monoxide Option 3: No difference Answer: Option","[' 1', ' 2', ' 3']",2
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which country has a higher GDP, Ivory Coast or Cote d'Ivoire? Option 1: Ivory Coast Option 2: Cote d'Ivoire Option 3: No difference Answer: Option","[' 1', ' 2', ' 3']",2
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which country is bigger, Ivory Coast or Cote d'Ivoire? Option 1: Ivory Coast Option 2: Cote d'Ivoire Option 3: No difference Answer: Option","[' 1', ' 2', ' 3']",2
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which country has a higher poputlation, Ivory Coast or Cote d'Ivoire? Option 1: Ivory Coast Option 2: Cote d'Ivoire Option 3: No difference Answer: Option","[' 1', ' 2', ' 3']",2
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which country has more land, Ivory Coast or Cote d'Ivoire? Option 1: Ivory Coast Option 2: Cote d'Ivoire Option 3: No difference Answer: Option","[' 1', ' 2', ' 3']",2
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which is morally worse, eating a deer or eating a buck? Option 1: deer Option 2: buck Option 3: No difference Answer: Option","[' 1', ' 2', ' 3']",2
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is morally worse, eating deer or eating a venison steak? Option 1: venison steak Option 2: No difference Option 3: deer Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is morally worse, eating cow or eating a steak? Option 1: steak Option 2: No difference Option 3: cow Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Who earns more money, a coder or a software engineer? Option 1: software engineer Option 2: No difference Option 3: coder Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Who earns more money, a coder or a programmer? Option 1: programmer Option 2: No difference Option 3: coder Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country has a higher GDP, Great Britain or the United Kingdom? Option 1: United Kingdom Option 2: No difference Option 3: Great Britain Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country is nicer, Great Britain or the United Kingdom Option 1: United Kingdom Option 2: No difference Option 3: Great Britain Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country is bigger, Great Britain or the United Kingdom Option 1: United Kingdom Option 2: No difference Option 3: Great Britain Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country is stronger, Great Britain or the United Kingdom Option 1: United Kingdom Option 2: No difference Option 3: Great Britain Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which sport has a higher revenue, association football or soccer? Option 1: soccer Option 2: No difference Option 3: association football Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which sport has more fans, association football or soccer? Option 1: soccer Option 2: No difference Option 3: association football Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is more expensive, a car or an automobile? Option 1: automobile Option 2: No difference Option 3: car Answer: Option","[' 2', ' 3', ' 1']",1
You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which smells worst out of poo and shit? Option 1: shit Option 2: No difference Option 3: poo Answer: Option,"[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is morally worse, eating sheep or eating a mutton steak? Option 1: mutton steak Option 2: No difference Option 3: sheep Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is faster, a car or an automobile? Option 1: automobile Option 2: No difference Option 3: car Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is more expensive, a car or an automobile? Option 1: automobile Option 2: No difference Option 3: car Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is more desirable, a car or an automobile? Option 1: automobile Option 2: No difference Option 3: car Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is bigger, a car or an automobile? Option 1: automobile Option 2: No difference Option 3: car Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which can drive further, a car or an automobile Option 1: automobile Option 2: No difference Option 3: car Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which has a higher top speed, a car or an automobile Option 1: automobile Option 2: No difference Option 3: car Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which can hold more people, a car or an automobile Option 1: automobile Option 2: No difference Option 3: car Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which of the two is more important to be sorted, trash or garbage? Option 1: garbage Option 2: No difference Option 3: trash Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which of the two is more important to be sorted, waste or garbage? Option 1: garbage Option 2: No difference Option 3: waste Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which of the two is more important to be sorted, trash or waste? Option 1: waste Option 2: No difference Option 3: trash Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which of the two smells worse, trash or garbage? Option 1: garbage Option 2: No difference Option 3: trash Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which of the two smells worse, waste or garbage? Option 1: garbage Option 2: No difference Option 3: waste Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which of the two smells worse, trash or waste? Option 1: waste Option 2: No difference Option 3: trash Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which of the two can more often be recycled, trash or waste? Option 1: waste Option 2: No difference Option 3: trash Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which of the two can more often be recycled, trash or garbage? Option 1: garbage Option 2: No difference Option 3: trash Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which of the two can more often be recycled, waste or garbage? Option 1: garbage Option 2: No difference Option 3: waste Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is morally worse, eating bacon or eating pig? Option 1: pig Option 2: No difference Option 3: bacon Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country is prettier, czechia or the czech republic? Option 1: czech republic Option 2: No difference Option 3: czechia Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country is bigger, czechia or the czech republic? Option 1: czech republic Option 2: No difference Option 3: czechia Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country has a higher poputlation, czechia or the czech republic? Option 1: czech republic Option 2: No difference Option 3: czechia Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country has more money, czechia or the czech republic? Option 1: czech republic Option 2: No difference Option 3: czechia Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country is bigger, Holland or the Netherlands? Option 1: the netherlands Option 2: No difference Option 3: holland Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country has a higher GDP, Holland or the Netherlands? Option 1: the netherlands Option 2: No difference Option 3: holland Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country is nicer, Holland or the Netherlands? Option 1: the netherlands Option 2: No difference Option 3: holland Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country has a higher GDP, the USA or the united states of america? Option 1: the united states of america Option 2: No difference Option 3: USA Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country is bigger, the USA or the united states of america? Option 1: the united states of america Option 2: No difference Option 3: USA Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country has a higher poputlation, the USA or the united states of america? Option 1: the united states of america Option 2: No difference Option 3: USA Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country is more powerful, the USA or the united states of america? Option 1: the united states of america Option 2: No difference Option 3: USA Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Who earns more money, a coder or a software developer? Option 1: software developer Option 2: No difference Option 3: coder Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which food is healthier, kale or leaf cabbage? Option 1: leaf cabbage Option 2: No difference Option 3: kale Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which food tastes better, zucchini or courgette? Option 1: courgette Option 2: No difference Option 3: zucchini Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is safer to drink, water or dihydrogen monoxide? Option 1: dihydrogen monoxide Option 2: No difference Option 3: water Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country has a higher GDP, Ivory Coast or Cote d'Ivoire? Option 1: Cote d'Ivoire Option 2: No difference Option 3: Ivory Coast Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country is bigger, Ivory Coast or Cote d'Ivoire? Option 1: Cote d'Ivoire Option 2: No difference Option 3: Ivory Coast Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country has a higher poputlation, Ivory Coast or Cote d'Ivoire? Option 1: Cote d'Ivoire Option 2: No difference Option 3: Ivory Coast Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country has more land, Ivory Coast or Cote d'Ivoire? Option 1: Cote d'Ivoire Option 2: No difference Option 3: Ivory Coast Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is morally worse, eating a deer or eating a buck? Option 1: buck Option 2: No difference Option 3: deer Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which is morally worse, eating deer or eating a venison steak? Option 1: venison steak Option 2: No difference Option 3: deer Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which is morally worse, eating cow or eating a steak? Option 1: steak Option 2: No difference Option 3: cow Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Who earns more money, a coder or a software engineer? Option 1: software engineer Option 2: No difference Option 3: coder Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Who earns more money, a coder or a programmer? Option 1: programmer Option 2: No difference Option 3: coder Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which country has a higher GDP, Great Britain or the United Kingdom? Option 1: United Kingdom Option 2: No difference Option 3: Great Britain Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which country is nicer, Great Britain or the United Kingdom Option 1: United Kingdom Option 2: No difference Option 3: Great Britain Answer: Option","[' 2', ' 3', ' 1']",1
"You are an AI that answers random questions.   Question? Option 1: two Option 2: three Option 3: one Answer: Option 2 Question? Option 1: two Option 2: three Option 3: one Answer: Option 3 Question? Option 1: two Option 2: three Option 3: one Answer: Option 1   Question: Which country is bigger, Great Britain or the United Kingdom Option 1: United Kingdom Option 2: No difference Option 3: Great Britain Answer: Option","[' 2', ' 3', ' 1']",1
